APPLN_ID_SIPO,PubNum_google,distance_lda_euclidean,distance_lda_cosine,distance_lda_jensenshannon,distance_pca_euclidean,distance_pca_cosine,distance_wbed_euclidean,distance_wbed_cosine,distance_tfidf_euclidean,distance_tfidf_cosine,distance_tfidf_jensenshannon,distance_tfidf_jaccard
CN200710166593.9,CN2505200Y,0.9502468467436556,0.95175800654955,0.6960888740971711,0.3533989786335226,0.1382267098486943,3.3944128615903346,0.1278074478498848,1.1005356904474015,0.6055894029742697,0.6733584952621874,0.8656716417910447
CN200610157764.7,US6775308B2,1.0659945533188313,0.9748127117576176,0.7015051218426982,0.3789363479057022,0.8973651913846045,5.373115309764265,0.3160351788260358,1.4136649867497282,0.9992243473810548,0.8290149641396015,0.9807692307692308
CN200710176986.8,CN1814590A,0.4564945324360443,0.2703462128630415,0.4313186719887938,0.2066181317309289,0.3413829996791934,2.6110135180677547,0.2219801057256845,1.2911638661243776,0.8335520645926255,0.7356758363235568,0.8292682926829268
CN200710006006.X,CN1881913A,1.1461448752084689,0.9828819553854432,0.7303829974475192,0.5423944170878582,0.6183272652221748,2.3446661812867937,0.0559738426830218,1.0604733337366803,0.5623018457832942,0.7033867998532677,0.8769230769230769
CN99112682.3,DE19826988A1,1.0455966823872789,0.9722139592164062,0.6948936849769903,0.1421653712313651,0.2903715294490039,5.48854553347132,0.747691489452997,1.414213562373095,1.0,0.8325546111576978,1.0
CN200710074699.6,JP2000016808A,1.093565061153353,0.9779715044034324,0.7105204978546933,0.2695986101010109,0.7124975110695307,4.416343649550731,0.3068425542220784,1.3939467421668632,0.971543759998806,0.789474261051753,0.9074074074074074
CN200710074018.6,JPH09113709A,1.1436038071757495,0.9826607331156514,0.7294269881470397,0.4768931506971716,0.650248097332322,4.087897062253357,0.1733818508750371,1.365060281707144,0.931694786347194,0.769993386699112,0.86
CN200610030087.2,US20040231798A1,0.1571866601293696,0.0141298583545387,0.184344278831199,0.2077586073564679,0.2747219275391869,2.9472285784908383,0.0860374224121282,1.1300355867897374,0.6384902137056128,0.7210029389576735,0.9193548387096774
CN200710125118.7,KR20070081902,0.038205474927747,5.5123573659887626e-05,0.0341936712165085,0.2647668703175317,0.0970482037251102,3.5110395115174704,0.1183390934949644,1.0290422639715489,0.5294639905198459,0.6550616188688642,0.8571428571428571
CN200710000724.6,CN100388823C,0.9666973205631464,0.9750433143000952,0.725838811717692,0.3999466490742711,0.3165937809132283,3.720136410927332,0.1384133835405119,1.2543379510868329,0.7866818477683571,0.7109471713055919,0.8115942028985508
CN03136308.3,JP2001169358A,0.0102056888158265,4.099756023889789e-06,0.0089697652779247,0.5023762297282299,0.7390424050779263,3.6797488186194585,0.1247038651090842,1.289803189854177,0.8317961342790052,0.7145172426418356,0.7857142857142857
CN200610062503.7,US6832729B1,1.0224051985678129,0.9790897548942612,0.7332217964697351,0.6866502950718539,0.8540221878114969,3.987661133923479,0.1998242124393904,1.3660966616148675,0.9331100444376432,0.7904299650081118,0.9294117647058824
CN200610038907.2,CN2915309Y,0.5398340996956348,0.4196900230689138,0.4772256474043918,0.3995728355499267,0.6852772306164667,2.421256409195339,0.0699827725741417,1.297128557413213,0.8412712472284414,0.7087831681851406,0.8181818181818182
CN200410037025.5,CN1477500A,0.0227105165137108,0.0003206807814903,0.0539990618240718,0.3120819127765094,0.7160483149497543,3.130466159339796,0.1173304601714881,0.9401007349898792,0.4418946959642555,0.685645644143612,0.8913043478260869
CN02158648.9,JP2003042657A,1.1009601678746122,0.9787919722678768,0.7127219647149998,0.1604262033633544,0.6150334013329157,3.103763630543354,0.1874158503244842,1.40652191489973,0.989151948546602,0.8207026166260968,0.975609756097561
CN200710101526.9,CN1535516A,0.0161016777249609,9.844063265429526e-06,0.0143643038768498,0.5593999558329034,0.4663607356494529,3.012039539939452,0.0749054625235206,1.2180074572282489,0.7417710829318127,0.7008337283241554,0.8269230769230769
CN200410085432.3,CN1061616C,1.0837459594427843,0.8909836068293239,0.6659942684003551,0.390309618966954,0.5934296959544321,3.7921522639311855,0.1880187056936376,1.3664320119992837,0.933568221708206,0.7953515717789857,0.9333333333333332
CN200610033720.3,CN1317205A,0.2803170185319515,0.0552737410709428,0.2707297836648356,0.1480610532609543,0.2883809809774651,2.6331102412775738,0.1165030982538308,1.3770299436276727,0.9481057328236158,0.7947747322881717,0.935897435897436
CN00111458.1,KR100421902B1,0.9764336394572052,0.9724370596300528,0.706761244859969,0.4788240490580947,1.2082574664376993,5.744948554831139,0.4205588983980018,1.402824987252054,0.983958972429363,0.8119741983629896,0.9545454545454546
CN200610060401.1,CN100349097C,1.1470716776344207,0.982961332003457,0.730740909099259,0.5030116533814816,0.545322582210845,3.069797552168967,0.1057520110912167,1.3284182416356165,0.8823475123551319,0.7566665854878174,0.8771929824561403
CN200610087210.4,US5204897A,1.112083460991922,0.979580574078767,0.7191020908488537,0.3006375743930322,0.466194586216124,4.058800739059504,0.1353890005195452,1.3570610215594183,0.9208073081179466,0.7821121202261281,0.945945945945946
CN200610094918.2,US6939262B,0.3301422487066198,0.1035378635780843,0.3044442429254729,0.1585800699277745,0.167358891146666,2.7484550009160214,0.0626480746768181,1.2385536809218092,0.7670076102624812,0.6870701420186898,0.7954545454545454
CN200410044852.7,US6443675B1,0.284427994631942,0.0649711076263629,0.2772824311171882,0.2845668959048369,0.5012640716261159,2.9729069979977623,0.1074908352502396,1.1546098362406394,0.6665619369718182,0.6834622033341616,0.8571428571428571
CN200710201803.3,JP2003337331A,0.010519543480556,4.275207359127897e-06,0.0093157601536517,0.2774356271891531,0.1213413569920197,2.815643519345262,0.0902863468619563,0.8712654814317945,0.3795517695672885,0.6295047241047911,0.8367346938775511
CN200710125108.3,US6697542B2,0.2816103581266704,0.0603206013798515,0.2693451169636432,0.6307549970147565,0.9599100989610312,3.775560093307168,0.1734759851745366,1.3904927872009305,0.9667350956289062,0.7959545052773627,0.9272727272727272
CN200780000230.6,US6996720B,0.9693536925963996,0.7891401956717111,0.5985065770750165,0.3564305800361539,0.5926124299419879,2.567282030530644,0.1037508486890622,1.3556871511742117,0.918943825929425,0.7817597407524395,0.927710843373494
CN200710124987.8,KR100510550B,0.0197601934108937,1.4724906346907927e-05,0.0176812054826573,0.3732517432180058,0.2376667517588319,2.701845175290328,0.0698707134643639,1.253083444253253,0.7851090591307981,0.7334150020730869,0.8604651162790697
CN200410089397.2,JP2003077900A,0.062490993877132,0.0001335472172664,0.0587414959016258,0.3181283130961729,0.5223114891120827,2.673127468953965,0.1417992224348262,1.2489261483305387,0.7799082619918772,0.7380670310419789,0.8888888888888888
CN200510104900.1,US6148201A,0.0101237679204921,4.025322853817848e-06,0.0089055780889192,0.3500056993302813,0.291382310727765,2.5561214642704013,0.0594481395926597,1.2986222518993389,0.8432098765640554,0.7156865856895629,0.8269230769230769
CN200710202534.2,US5521488A,0.0118456260792965,5.6267233301543484e-06,0.0103358566045859,0.5667119211625086,0.6002096075752936,3.8311737110909982,0.1367542605876309,1.1464798281313946,0.6572079981560961,0.691227101884868,0.8333333333333334
CN200610155855.7,CN201006867Y,0.0296895389618192,3.408959119866051e-05,0.0262959549273878,0.0728053274056179,0.0338430795893269,1.3049106669811896,0.0249877480791237,0.734531348224078,0.2697681507619409,0.4602295599461782,0.5614035087719298
CN200710157556.1,CN85105284A,0.0373583680907252,5.201535870968943e-05,0.0336260935894828,0.1825074711515842,0.1433873006325341,2.412676739401707,0.0544444808249425,1.2310788911399817,0.7577776181052238,0.7315442730363382,0.8936170212765957
CN200510055268.6,CN1126333C,1.1412040567206618,0.982450550264125,0.7285225278379234,0.2885731723805273,0.809510183663573,3.169449571469672,0.1197739539565088,1.2141083768366072,0.7370295753524109,0.7117223520075108,0.8524590163934426
CN200510041178.1,US4209127A,0.4489690014751714,0.2993078158233669,0.4486866639358108,0.2263261467927283,0.6954981605871797,4.15513285198401,0.2015322341992254,1.3422586340813718,0.9008291203829952,0.7702956068933502,0.9272727272727272
CN200610062611.4,US6419007B1,0.0409047625027385,6.181085156986565e-05,0.0369711017741228,0.2259079527008043,0.0619674161697074,2.780836991094846,0.0744859165193752,1.156171068321125,0.6683657696114061,0.6954399159014883,0.8620689655172413
CN200610156051.9,DE4120197A1,0.5725577304317204,0.3078006504977372,0.4132962726601815,0.1688463282614375,0.4173287351522423,3.068756992685,0.1441059764142948,1.2993701965240676,0.8441814538074971,0.7568525154810988,0.9
CN200610137917.1,JP2002260745,0.994774551949378,0.9760444021063532,0.7219503178372203,0.2297101042601894,0.2817803197968637,3.4848382337678823,0.1290336629710314,1.3688792831559071,0.9369152459267152,0.7958753231452831,0.9444444444444444
CN200780001079.8,US8000707B2,0.0209220126807665,1.736347008318706e-05,0.0183365488442208,0.2485311173435234,0.2478966500441912,2.905947797826167,0.1047098374582589,1.1478679350913168,0.6588003982054021,0.7026509970687942,0.8205128205128205
CN200710171960.4,US6944001B,0.0516446347356278,0.0001106220044486,0.044569542841872,0.3809301433709424,0.2351917047344878,2.14816468776581,0.0536472093527862,1.288533134622826,0.8301588195104634,0.7465555647410154,0.8863636363636364
CN200510029025.5,CN2671882Y,0.8784712863435457,0.9694726421705332,0.7101849347686404,0.2440866948400618,0.3771767669672063,2.9396588944005164,0.0886201208365586,1.2983321825409453,0.8428332281107674,0.7512339833962759,0.8983050847457628
CN200610060396.4,CN86108405A,1.053316529549342,0.9728352798094608,0.6993141740582125,0.2343068177291539,0.4261801191709374,4.12844607108894,0.2575201572871652,1.3903445698784769,0.9665290114952834,0.7913662032448564,0.9142857142857144
CN200610066651.6,WO2001073569A,1.1482519444556822,0.9830546708554884,0.7312718718966301,0.4859211923387299,0.9959398301963208,4.5344949008048685,0.240653896661279,1.408139052174354,0.9914277951292436,0.8200410738434853,0.9655172413793104
CN200510037366.7,JP2005188531A,0.0129266023189142,7.199276512048769e-06,0.0109884574090273,0.1272527237477964,0.1573685687165852,2.657149461451468,0.0778945514516153,1.0386787257554426,0.5394267476684752,0.6987384081256767,0.8958333333333334
CN200410072162.2,US6315528B1,1.152719493728315,0.9834360386612612,0.7329729333921143,0.1896718028829281,0.3806709206820002,4.242472845039973,0.1418227216387031,1.371160762354027,0.9400409181096384,0.7893714025207857,0.9310344827586208
CN200710201552.9,US6486405B2,0.2554583107007767,0.086222775399762,0.3090187760336492,0.6373950225690721,0.977619492499348,3.7363904565968977,0.1615064380024296,1.165924611096099,0.6796900993797951,0.7270918810095222,0.92
CN98111846.1,US5328846A,1.008031769733213,0.9733418373238486,0.7086424485622855,0.3740295594656106,1.114525737852811,7.89100746723807,0.9700248830771744,1.410734644841216,0.9950861190776364,0.8254904366186455,0.9722222222222222
CN200610101796.5,US7111324B2,0.5408061069816933,0.3961548410471434,0.4689594433790798,0.4322586759138949,0.8696445751058544,3.0515453922157385,0.1026893082163804,1.3447334655065852,0.9041540466266756,0.7708631935448489,0.90625
CN200610061785.9,CN1458119A,0.9825873963957154,0.9760870957410392,0.7245867335455041,0.4323312854103581,0.93859424756737,4.988274717061026,0.3695688697236311,1.352224937868452,0.9142561412966697,0.7913857644919456,0.9365079365079364
CN200710123813.X,US7960037B2,0.0322829566355293,4.749631388523135e-05,0.0269549895136557,0.4402255461346846,0.6360664822476702,6.178576821573897,0.2457987610325571,1.3407487782321277,0.8988036431654715,0.7759099593976131,0.9534883720930232
CN200610081023.5,US20040172415A1,1.150255930278394,0.9832182616251648,0.7321170396847803,0.5193362866826348,0.7088477797942887,2.84362157789152,0.1095645940483199,1.3467116223431053,0.9068160968769998,0.7764221558375164,0.90625
CN200710190391.8,CN1164117A,0.7852763716212995,0.8079009839383426,0.5982401191540025,0.4223580847960796,0.6465459788526947,2.716151621280788,0.0900174827459048,1.133609997876162,0.6425358136423961,0.713841054173156,0.8867924528301887
CN200610034675.3,CN1708165A,1.1397189549408593,0.9822915758947766,0.7282289723821219,0.2601464714383474,0.214620946800803,2.79898746254806,0.0876621990072562,1.3191187348011515,0.8700371182516955,0.7592431285181556,0.8653846153846154
CN200710091037.X,KR100523490B1,0.3875854605097875,0.1180377679227507,0.3164282669107192,0.331140417053725,0.7862731733459787,3.393204606958044,0.1225926682119633,1.086147124181349,0.5898577876837074,0.7050353775745551,0.8620689655172413
CN200510034008.0,JP2001082865A,0.379412719707791,0.0966493890443425,0.3062504224481636,0.2936060754968224,0.7264589981150232,2.961354839425181,0.1317348736492667,1.1434890791129877,0.6537836370253347,0.7368538781860325,0.925925925925926
CN200580049419.5,US7343163B1,0.011516969404961,4.711931137602043e-06,0.0105853230562534,0.3564636970921585,0.2316824027284909,2.662205700456998,0.09528593990978,1.2506194066052438,0.7820244500888264,0.7566644304295238,0.9245283018867924
CN200610149845.2,FR2809577B1,0.0137406947625147,7.395400112963912e-06,0.0121011117913104,0.5386244633236641,0.504423498734421,2.211162820199564,0.0574687546642668,1.22100813108894,0.7454304280926529,0.6924172097766557,0.7777777777777778
CN99117494.1,JPH02169795A,1.1088751741477874,0.9795298834767068,0.7159267086211535,0.4422767139235865,0.9401806919642256,3.3651025584801824,0.2085211769181043,1.4099699190450108,0.9940075863058973,0.8236390694663815,0.9787234042553192
CN200410072979.X,EP1356758A2,1.0801560197137663,0.9767365682489344,0.7045639675369195,0.0997652069519931,0.1861652953526427,3.716986145428224,0.148523355673773,1.3307308868788883,0.8854223466467367,0.7883229428098979,0.9666666666666668
CN200710201878.1,US5086500A,0.9791259864197628,0.9763652148959764,0.7258915539473473,0.4625012635089741,0.6374551650192894,4.285337189418416,0.2650601059114157,1.3428067630974498,0.9015650015101262,0.7950513896637618,0.9682539682539684
CN200610064613.7,JP2005155689,1.1376146778513807,0.98213192883074,0.7271847759658812,0.2091657135868276,0.286072356951687,3.540261993667768,0.14647456611688,1.2952332634337016,0.8388146033525583,0.736016742904609,0.86
CN200510037466.X,US20040094512A1,0.5371617000639262,0.2414843618101959,0.3863221095898246,0.3651551326809197,0.4498471146411179,4.136606910741816,0.2086646452462875,1.2278404619717291,0.7537961000274749,0.7297053485531234,0.8913043478260869
CN200510120708.1,US6442069B1,0.8876176781584407,0.9695905943426189,0.708623575782568,0.3840401863882366,0.7837765259875116,4.332427465464359,0.192433083255831,1.385691866816761,0.9600709748810604,0.8004231873733294,0.9285714285714286
CN01115006.8,DE10242708A1,1.1233352149882865,0.9806763578172336,0.7231553080951483,0.4241648283632626,1.0067276459329746,4.975259621311421,0.4603848913600478,1.4042166937078522,0.9859122614439058,0.8201427957898871,0.9772727272727272
CN200710125105.X,US8132468B,0.3282836596267142,0.0665024721294467,0.2729075886019131,0.5098350491102079,0.5636789089847561,3.963189852398064,0.1515002658602863,1.3350656660916662,0.8912001663883924,0.7641240221200666,0.8717948717948718
CN200510029930.0,JPH06145905A,0.0466329960784618,8.236003092065847e-05,0.0417083691759374,0.1472700686184948,0.3027697712522246,3.6231902089770367,0.1676349903953503,1.1842420778868443,0.7012146495188758,0.7063086434434064,0.8695652173913043
CN200610034664.5,CN1398126A,0.0137844032436057,6.83214094820972e-06,0.0125978061170791,0.4164749135034748,0.3907268078274596,2.175273715366384,0.0639469999818018,1.195195010076495,0.7142455560558765,0.7116745038850792,0.8448275862068966
CN200410074243.6,US6099575A,1.122453565373417,0.9807751711003726,0.7213184057201366,0.1958485233403633,0.8145897342099684,3.202021759588583,0.119144538181835,1.36531053222656,0.9320364247043862,0.7791916772003645,0.912280701754386
CN200510041566.X,CN2622207Y,0.0556452801278869,0.0001328877110617,0.0474517098651387,0.1085169309698746,0.1446771605436186,3.6002205391550284,0.2042002305111332,1.0754337372061349,0.578278861560577,0.746783970271458,0.9482758620689656
CN00101743.8,WO1998035602A1,1.1197749454999106,0.9805498940963546,0.7201167283286882,0.242333633165366,0.987561843666348,6.422504808579939,0.4726296044463648,1.414213562373095,1.0,0.8325546111576977,1.0
CN200710201118.0,CN100555019C,0.208433041326676,0.0542950609035907,0.1208004796432132,0.1844592486744844,0.1203621758058995,2.9452673310270185,0.1359792312547494,1.140296278577634,0.6501378014690007,0.7177751106251766,0.8269230769230769
CN200510011034.1,CN1559424A,0.1041230065822902,0.0054851190095833,0.137248748051689,0.1137878931429271,0.1123043704152462,3.2406913652157296,0.1269459689153098,0.6337335789041686,0.2008091245153431,0.4351056071711371,0.5263157894736842
CN200410059165.2,US20020052211A1,0.0534590726369311,0.0001223300488437,0.0456222834651065,0.3548626126276237,0.581800402386458,3.316540397240155,0.1198211001384192,1.367888383832816,0.9355593153123768,0.7775191583847654,0.8947368421052632
CN02152189.1,JP2002109618A,0.92691984730687,0.9710237397366968,0.7059528171574508,0.3362277744510969,0.7407293291597021,3.73025669132782,0.1948810679434431,1.3977033366090177,0.9767873085839908,0.8174203986434817,0.9818181818181818
CN200680000610.5,CN100433664C,0.0114247588320496,5.549626386214257e-06,0.009756239194941,0.278450317570993,0.6428476906749636,3.712382565890118,0.169439657031779,1.3462044062907177,0.906133151758272,0.737137247822398,0.8269230769230769
CN200510101246.9,JP2003107433A,0.3805904157666233,0.1200824038398826,0.3255790531598324,0.3009413409511735,0.2920288641205361,6.256892108635721,0.4254710108385083,1.2753673040419669,0.8132808801096381,0.7749859536419611,0.9571428571428572
CN200610014812.7,EP1942292A1,1.1329395609254176,0.9817189364819968,0.7253801021829437,0.5499130305597972,0.9371400964384664,4.4520076981935,0.1921677007237683,1.3570032402067247,0.9207288969657754,0.7991923729245571,0.9607843137254902
CN200610025860.6,JPH0569821A,0.0078317180619935,2.3563166708928662e-06,0.0069513899234039,0.2421286754611316,0.738639786143114,4.881346232668969,0.2869291264628815,1.3698659925601016,0.9382664187863364,0.7983298351945981,0.9555555555555556
CN200710011740.5,CN1206195C,0.0118617309802107,5.094800759275486e-06,0.0108049428254152,0.0812197654299976,0.0747177931566019,2.3581658381032784,0.1432641543563301,0.747812161803783,0.2796115146708237,0.5932655344243922,0.8181818181818182
CN200610137796.0,EP1426480A2,0.0026699929597722,2.929506927040748e-07,0.0023080195202595,0.2117611736080765,0.0581837328232718,2.3732652612346827,0.0781206784468748,1.1801058681075751,0.6963249299709671,0.7323146337501384,0.9230769230769232
CN200610019227.6,CN2277296Y,0.2246818382893836,0.0231239796577799,0.2200016996533545,0.2887801605162107,0.2842003712901753,3.4294656665441376,0.168633626383042,1.301465590250896,0.8469063413035569,0.7510729493324282,0.8732394366197183
CN200510033495.9,JPH02290316A,0.4284936270853658,0.235341748708455,0.4184734947274277,0.2708991855663196,0.207353716685848,3.924258750916953,0.2210968115417951,1.0636916765245292,0.5657199913537818,0.6925535682500134,0.9074074074074074
CN200710075691.1,GB2437586A,0.018220831403729,1.3069030345258524e-05,0.0160163947722789,0.5466775422055887,0.5263641249069313,4.012379440057772,0.1721401222356513,1.2200192879769194,0.7442235315178548,0.7051794088515231,0.8653846153846154
CN200710138095.3,US6522732B1,1.103827232509222,0.9790592997519612,0.7138949394339307,0.3599904445925399,0.6543615368691797,3.4016821381136992,0.1141362008513391,1.3866995844046257,0.9614678686939808,0.798237039637507,0.9444444444444444
CN00106099.6,US5722026,0.6523272281190391,0.3856967792140798,0.4403395558391862,0.4685427773317873,0.9843601479449128,4.829995661891987,0.2758132584230411,1.3284619575729977,0.882405586359341,0.7848916113833553,0.9347826086956522
CN01823568.9,US5978913A,1.1041916135412135,0.979078171664101,0.7141530794721482,0.2666425237272536,0.41406911651667,3.1252854199845284,0.1130688036588158,1.314375796005882,0.8637918665630482,0.7771756758520261,0.9487179487179488
CN200510136319.8,JPH0375583A,0.2345436327002964,0.0308890745933521,0.2334220729169943,0.4048928403617522,0.8918006921299209,3.1127925271041543,0.1639739953436392,1.2289924847926552,0.7552112638384126,0.7443039283525197,0.9125
CN03153380.9,CN2481559Y,0.053899605389578,0.0001038695437008,0.0495091913678294,0.3181313878119552,0.6317318145041717,2.749406559374859,0.0925794147892159,1.228292410306269,0.754351122607992,0.7137475905443066,0.8620689655172413
CN201110039138.9,US7804147B2,0.9207634190998092,0.9690553700925484,0.7121671989263335,0.2186594839159114,0.2423113050711277,2.799531212264555,0.0855138037547478,1.310771725590555,0.8590612583038213,0.7440477387115534,0.8478260869565217
CN200710075163.6,KR20020024186A,1.1347178981109007,0.9825455640240428,0.7286658059568077,0.2163255104705594,0.6215563422902488,4.126943519522909,0.2335030175213797,1.3729002734527591,0.942427580423331,0.7990399907552288,0.9473684210526316
CN00119271.X,DE19614828A1,1.138351067217496,0.9822089765998284,0.7273525280212841,0.516725857052418,1.0616981360232056,7.849675363251249,0.7678741784427867,1.412393274336855,0.9974273806959914,0.8275230099526076,0.9803921568627452
CN200780000345.5,CN1241363C,0.417898025104811,0.186926218306904,0.3716262355914754,0.5731111567207038,0.5628777527100166,2.992676130066859,0.103632697164578,0.9595955005038956,0.4604117622936611,0.668808502501519,0.8484848484848485
CN200610007772.3,US6114978A,1.1220047660878771,0.9807391394870096,0.7211034576179344,0.196600073412631,0.4062163735447639,4.086251104886322,0.1893080927602707,1.3574171807027913,0.9212907012335574,0.7941166897249153,0.9482758620689656
CN200710000851.6,CN1115924C,0.7821381732446714,0.773413872930854,0.5943624058435059,0.2878582490131049,0.3851381542970911,2.9457942474962464,0.0840066827238521,1.1817881824670111,0.6983116541093413,0.6941190688941992,0.8245614035087719
CN200510101775.9,US5150273A,0.4142490791503443,0.2273722281565341,0.4143072379596639,0.2527844283051808,0.5970690306272934,3.1393537795743667,0.1672579908987026,1.3295705146484484,0.88387887671127,0.7684103742984599,0.935483870967742
CN200710188100.1,CN1681257A,1.0614009926454109,0.974556403202084,0.6983804665662894,0.2696110278985867,0.0850356808565988,3.710044319304449,0.1249168919092506,1.2343676209177643,0.7618317117850911,0.7122024461728264,0.9069767441860463
CN00101439.0,DE10152460A,1.0938369159877488,0.97787580007084,0.711451686822419,0.625025170282827,1.1385733520946482,8.135392818246137,0.8187678315023013,1.3982926930441415,0.9776112277103192,0.817024011092355,0.9714285714285714
CN200710125112.X,CN2706973,0.992058232416298,0.9764063910087124,0.7248430839394872,0.4185209029615885,0.814691930116656,4.792425181618119,0.2698349496906188,1.3799277272251331,0.9521002661823617,0.8028040503493062,0.9523809523809524
CN200410065061.2,CA2090386C,0.0033849451709056,4.370833642797223e-07,0.0030131906084489,0.4104587329221671,0.3877661541866074,2.675979752149868,0.0691807414206628,1.36098796310919,0.9261441178640514,0.7811542898250773,0.9090909090909092
CN200610008354.6,US8270512B2,1.1223381562377894,0.9805900120861172,0.7227204230198796,0.3253771368740922,0.2709382599194531,2.920190419399399,0.0836007917043035,1.2128513888188823,0.7355042456799459,0.7319448243327269,0.8771929824561403
CN200610116858.X,US6689665B1,0.0070446126401171,1.928737433432026e-06,0.0062229693548716,0.272398197161793,0.0857473315464782,2.791190584196381,0.0844868915390552,1.1953503352709938,0.7144312120162389,0.6956370645611868,0.8163265306122449
CN200780000400.0,US7787614B2,0.8017757527618785,0.962890611399559,0.7034550337534676,0.520792568657083,0.8829915135236679,4.012772732025068,0.2262216832411798,1.31124862841668,0.8596864827623122,0.761311686045146,0.8913043478260869
CN200410058204.7,JP2002009791A,0.0005216437919156,1.1237945130027072e-08,0.0004500940748734,0.0707698821864642,0.0222606038672079,2.6956258310331944,0.0968849994401614,0.7423848765350896,0.2755676524540099,0.5618793933526399,0.8363636363636363
CN99113141.X,US5493013A,1.1337029487281025,0.981494082035696,0.7283069625751186,0.3153168294193501,0.8836994068087919,6.024973620775359,0.6616675309119717,1.4104036283836603,0.9946191974788976,0.8222777225491387,0.9607843137254902
CN01108152.X,US6020222,1.1499283370786644,0.983187976795212,0.732015446805413,0.3408871973615107,1.136373666443144,6.714638958245012,0.7108111845055722,1.4130154432561142,0.9983063214401364,0.8287687063720872,0.9827586206896552
CN200710063947.7,US7032177B2,1.113556368033101,0.979932657646408,0.7180310406561276,0.463103004705256,0.8663314620359449,3.175178333230619,0.1056354147466928,1.1406380878942726,0.6505276237775515,0.7205881560014767,0.9111111111111112
